Polling Firm | Commissioners | Fieldwork Start | Fieldwork End | Scope | Sample Size | Participation | Precision | CDU+CSU | SPD | FDP | Linke | Grüne | Piraten | AfD | FW | Other
INSA and YouGov | N/A | 2021-02-12 | 2021-02-15 | N | 2051 | N/A | 0.5 | N/A | 17 | 9 | 8 | 17 | N/A | 10.5 | N/A | 4
GMS | N/A | 2021-02-10 | 2021-02-15 | N | 1005 | N/A | 1 | 37 | 17 | 7 | 7 | 18 | N/A | 9 | N/A | 5
Forsa | N/A | 2021-02-09 | 2021-02-15 | N | 2502 | 79.0 | 1 | 35 | 16 | 7 | 8 | 19 | N/A | 8 | N/A | 7
Kantar | N/A | 2021-02-04 | 2021-02-10 | N | 1569 | N/A | 1 | 35 | 17 | 8 | 7 | 18 | N/A | 10 | N/A | 5
INSA and YouGov | N/A | 2021-02-05 | 2021-02-08 | N | 2107 | N/A | 0.5 | N/A | 16 | 9 | 8.5 | 17.5 | N/A | 10.5 | N/A | 4
Forsa | N/A | 2021-02-02 | 2021-02-08 | N | 2501 | 79.0 | 1 | 37 | 15 | 7 | 7 | 19 | N/A | 8 | N/A | 7
Infratest dimap | N/A | 2021-02-01 | 2021-02-03 | N | 1503 | N/A | 1 | 34 | 15 | 8 | 6 | 21 | N/A | 10 | N/A | 6
Kantar | N/A | 2021-01-28 | 2021-02-03 | N | 1412 | N/A | 1 | 36 | 16 | 7 | 7 | 19 | N/A | 9 | N/A | 6
INSA and YouGov | N/A | 2021-01-29 | 2021-02-01 | N | 2044 | N/A | 0.5 | N/A | 15 | 8 | 7.5 | 17 | N/A | 11 | N/A | 5
YouGov | N/A | 2021-01-29 | 2021-02-01 | N | 2035 | N/A | 1 | 36 | 15 | 7 | 9 | 18 | N/A | 10 | N/A | 5
Forsa | N/A | 2021-01-26 | 2021-02-01 | N | 2503 | 77.0 | 1 | 37 | 15 | 6 | 8 | 19 | N/A | 8 | N/A | 7
Forschungsgruppe Wahlen | N/A | 2021-01-25 | 2021-01-27 | N | 1371 | N/A | 1 | 37 | 15 | 6 | 7 | 20 | N/A | 9 | N/A | 6
Kantar | N/A | 2021-01-21 | 2021-01-27 | N | 1427 | N/A | 1 | 36 | 15 | 7 | 8 | 19 | N/A | 9 | N/A | 6
INSA and YouGov | Bild | 2021-01-22 | 2021-01-25 | N | 2038 | N/A | 1 | N/A | 16 | 8 | 8 | 17 | N/A | 10 | N/A | 6
Forsa | N/A | 2021-01-18 | 2021-01-25 | N | 3005 | 77.0 | 1 | 37 | 15 | 7 | 7 | 18 | N/A | 9 | N/A | 7
Infratest dimap | N/A | 2021-01-18 | 2021-01-20 | N | 1027 | N/A | 1 | 34 | 15 | 7 | 6 | 21 | N/A | 10 | N/A | 7
Kantar | N/A | 2021-01-14 | 2021-01-20 | N | 1922 | N/A | 1 | 35 | 15 | 7 | 8 | 20 | N/A | 9 | N/A | 6
Allensbach | N/A | 2021-01-10 | 2021-01-20 | N | 1080 | N/A | 0.5 | 37 | 16 | 6.5 | 7.5 | 20 | N/A | 9 | N/A | 4
INSA and YouGov | N/A | 2021-01-17 | 2021-01-18 | N | 1835 | N/A | 1 | N/A | 15 | 9 | 8 | 17 | N/A | 11 | N/A | 5
Forsa | N/A | 2021-01-16 | 2021-01-17 | N | 2014 | 76.0 | 1 | 35 | 15 | 7 | 8 | 19 | N/A | 9 | N/A | 7
Forsa | N/A | 2021-01-11 | 2021-01-15 | N | 2504 | 76.0 | 1 | 36 | 15 | 6 | 7 | 20 | N/A | 9 | N/A | 7
Forschungsgruppe Wahlen | N/A | 2021-01-12 | 2021-01-14 | N | 1262 | N/A | 1 | 37 | 15 | 5 | 8 | 20 | N/A | 10 | N/A | 5
Kantar | N/A | 2021-01-05 | 2021-01-13 | N | 2398 | N/A | 1 | 36 | 15 | 7 | 8 | 18 | N/A | 10 | N/A | 6
INSA and YouGov | N/A | 2021-01-08 | 2021-01-11 | N | 2042 | N/A | 0.5 | N/A | 15 | 7.5 | 8 | 18 | N/A | 10 | N/A | 5.5
Forsa | N/A | 2021-01-04 | 2021-01-08 | N | 2503 | 79.0 | 1 | 36 | 14 | 7 | 8 | 20 | N/A | 8 | N/A | 7
Infratest dimap | N/A | 2021-01-04 | 2021-01-06 | N | 1520 | N/A | 1 | 35 | 14 | 7 | 7 | 21 | N/A | 10 | N/A | 6
YouGov | N/A | 2020-12-30 | 2021-01-05 | N | 1588 | N/A | 1 | 36 | 15 | 6 | 9 | 18 | N/A | 10 | N/A | 6
INSA and YouGov | N/A | 2021-01-01 | 2021-01-04 | N | 2072 | N/A | 0.5 | 36 | 15 | 7.5 | 7.5 | 18 | N/A | 11 | N/A | 5
GMS | N/A | 2020-12-29 | 2021-01-04 | N | 1004 | N/A | 1 | 37 | 16 | 6 | 8 | 18 | N/A | 9 | N/A | 6
Forsa | N/A | 2020-12-21 | 2020-12-23 | N | 1501 | N/A | 1 | 36 | 15 | 6 | 9 | 18 | N/A | 9 | N/A | 7
INSA and YouGov | N/A | 2020-12-18 | 2020-12-21 | N | 2055 | N/A | 0.5 | 35 | 16 | 8 | 7.5 | 16.5 | N/A | 11 | N/A | 6
Forsa | N/A | 2020-12-14 | 2020-12-18 | N | 2505 | 77.0 | 1 | 37 | 15 | 6 | 8 | 19 | N/A | 8 | N/A | 7
Kantar | N/A | 2020-12-10 | 2020-12-16 | N | 2401 | N/A | 1 | 35 | 17 | 6 | 8 | 19 | N/A | 10 | N/A | 5
INSA and YouGov | N/A | 2020-12-11 | 2020-12-14 | N | 2002 | N/A | 0.5 | N/A | 17 | 7 | 7.5 | 17 | N/A | 10 | N/A | 5.5
Forsa | N/A | 2020-12-07 | 2020-12-11 | N | 2503 | 77.0 | 1 | 37 | 15 | 5 | 8 | 20 | N/A | 8 | N/A | 7
Allensbach | N/A | 2020-11-28 | 2020-12-10 | N | 1022 | N/A | 0.5 | 37 | 16.5 | 7 | 7 | 19 | N/A | 9 | N/A | 4.5
Forschungsgruppe Wahlen | N/A | 2020-12-07 | 2020-12-09 | N | 1246 | N/A | 1 | 37 | 16 | 5 | 8 | 20 | N/A | 10 | N/A | 4
Infratest dimap | N/A | 2020-12-07 | 2020-12-09 | N | 1004 | N/A | 1 | 36 | 16 | 6 | 7 | 20 | N/A | 9 | N/A | 6
Kantar | N/A | 2020-12-03 | 2020-12-09 | N | 2374 | N/A | 1 | 35 | 16 | 7 | 7 | 19 | N/A | 10 | N/A | 6
INSA and YouGov | N/A | 2020-12-04 | 2020-12-07 | N | 2057 | N/A | 0.5 | N/A | 15.5 | 8 | 7.5 | 17.5 | N/A | 10 | N/A | 6
Forsa | N/A | 2020-11-30 | 2020-12-04 | N | 2507 | 79.0 | 1 | 36 | 15 | 6 | 8 | 20 | N/A | 8 | N/A | 7
Infratest dimap | N/A | 2020-11-30 | 2020-12-02 | N | 1507 | N/A | 1 | 36 | 15 | 6 | 7 | 21 | N/A | 10 | N/A | 5
Kantar | N/A | 2020-11-26 | 2020-12-02 | N | 1438 | N/A | 1 | 35 | 15 | 7 | 8 | 19 | N/A | 10 | N/A | 6
INSA and YouGov | N/A | 2020-11-27 | 2020-11-30 | N | 2046 | N/A | 0.5 | N/A | 15.5 | 7.5 | 7 | 17.5 | N/A | 11 | N/A | 6
Forsa | N/A | 2020-11-23 | 2020-11-27 | N | 2500 | N/A | 1 | 37 | 15 | 6 | 8 | 21 | N/A | 7 | N/A | 6
Forschungsgruppe Wahlen | N/A | 2020-11-24 | 2020-11-26 | N | 1330 | N/A | 1 | 37 | 16 | 5 | 7 | 21 | N/A | 9 | N/A | 5
Infratest dimap | N/A | 2020-11-24 | 2020-11-25 | N | 1047 | N/A | 1 | 35 | 15 | 7 | 7 | 21 | N/A | 11 | N/A | 4
Kantar | N/A | 2020-11-19 | 2020-11-25 | N | 1517 | N/A | 1 | 34 | 16 | 8 | 8 | 18 | N/A | 9 | N/A | 7
INSA and YouGov | N/A | 2020-11-20 | 2020-11-23 | N | 2063 | N/A | 0.5 | N/A | 15.5 | 7 | 7 | 17.5 | N/A | 11 | N/A | 6
YouGov | N/A | 2020-11-19 | 2020-11-23 | N | 1632 | N/A | 1 | 37 | 15 | 6 | 9 | 18 | N/A | 10 | N/A | 5
Forsa | N/A | 2020-11-16 | 2020-11-19 | N | 2505 | N/A | 1 | 36 | 15 | 6 | 7 | 19 | N/A | 9 | N/A | 7
Kantar | N/A | 2020-11-12 | 2020-11-18 | N | 1927 | N/A | 1 | 36 | 16 | 7 | 7 | 18 | N/A | 9 | N/A | 7
INSA and YouGov | N/A | 2020-11-13 | 2020-11-16 | N | 2077 | N/A | 0.5 | N/A | 15.5 | 7 | 7.5 | 17.5 | N/A | 11 | N/A | 5
Forsa | N/A | 2020-11-09 | 2020-11-13 | N | 2502 | 78.0 | 1 | 36 | 15 | 5 | 8 | 19 | N/A | 10 | N/A | 7
Forschungsgruppe Wahlen | N/A | 2020-11-10 | 2020-11-12 | N | 1347 | N/A | 1 | 37 | 16 | 5 | 7 | 20 | N/A | 9 | N/A | 6
Infratest dimap | N/A | 2020-11-09 | 2020-11-11 | N | 1504 | N/A | 1 | 36 | 15 | 6 | 7 | 20 | N/A | 10 | N/A | 6
Kantar | N/A | 2020-11-05 | 2020-11-11 | N | 2405 | N/A | 1 | 35 | 15 | 7 | 8 | 19 | N/A | 9 | N/A | 7
Allensbach | N/A | 2020-11-01 | 2020-11-11 | N | 1286 | N/A | 0.5 | 37.0 | 17.0 | 6.5 | 7.5 | 18.5 | N/A | 9.5 | N/A | N/A
INSA and YouGov | N/A | 2020-11-06 | 2020-11-09 | N | 2030 | N/A | 0.5 | N/A | 15.5 | 7 | 7.5 | 17.5 | N/A | 12 | N/A | 6
GMS | N/A | 2020-11-04 | 2020-11-09 | N | 1007 | N/A | 1 | 37 | 15 | 5 | 7 | 19 | N/A | 10 | N/A | 7
Forsa | N/A | 2020-11-02 | 2020-11-06 | N | 2502 | 78.0 | 1 | 36 | 15 | 6 | 8 | 18 | N/A | 10 | N/A | 7
Kantar | N/A | 2020-10-29 | 2020-11-04 | N | 1415 | N/A | 1 | 36 | 16 | 7 | 8 | 18 | N/A | 9 | N/A | 6
INSA and YouGov | N/A | 2020-10-30 | 2020-11-02 | N | 2035 | N/A | 0.5 | N/A | 15.5 | 6.5 | 8.5 | 18 | N/A | 11 | N/A | 6
Forsa | N/A | 2020-10-26 | 2020-10-30 | N | 2503 | 78.0 | 1 | 35 | 16 | 6 | 8 | 19 | N/A | 10 | N/A | 6
Kantar | N/A | 2020-10-22 | 2020-10-28 | N | 1987 | N/A | 1 | 35 | 15 | 7 | 8 | 19 | N/A | 10 | N/A | 6
INSA and YouGov | N/A | 2020-10-23 | 2020-10-26 | N | 2069 | N/A | 0.5 | N/A | 14.5 | 6.5 | 7.5 | 17.5 | N/A | 12 | N/A | 6.5
YouGov | N/A | 2020-10-22 | 2020-10-26 | N | 1656 | N/A | 1 | 35 | 15 | 6 | 9 | 18 | N/A | 12 | N/A | 5
Forsa | N/A | 2020-10-19 | 2020-10-23 | N | 2503 | 78.0 | 1 | 36 | 15 | 6 | 7 | 20 | N/A | 9 | N/A | 7
Forschungsgruppe Wahlen | N/A | 2020-10-20 | 2020-10-22 | N | 1297 | N/A | 1 | 38 | 15 | 5 | 8 | 20 | N/A | 9 | N/A | 5
Kantar | N/A | 2020-10-15 | 2020-10-21 | N | 1434 | N/A | 1 | 35 | 15 | 6 | 8 | 19 | N/A | 11 | N/A | 6
Allensbach | N/A | 2020-10-07 | 2020-10-20 | N | 1045 | N/A | 0.5 | 35.5 | 17 | 6 | 7 | 20 | N/A | 10 | N/A | 4.5
INSA and YouGov | N/A | 2020-10-16 | 2020-10-19 | N | 2074 | N/A | 0.5 | N/A | 14.5 | 7.5 | 8 | 18 | N/A | 11.5 | N/A | 5.5
Forsa | N/A | 2020-10-12 | 2020-10-16 | N | 2504 | 77.0 | 1 | 36 | 15 | 6 | 7 | 20 | N/A | 9 | N/A | 7
Infratest dimap | N/A | 2020-10-12 | 2020-10-14 | N | 1038 | N/A | 1 | 35 | 15 | 6 | 7 | 20 | N/A | 11 | N/A | 6
Kantar | N/A | 2020-10-08 | 2020-10-14 | N | 2407 | N/A | 1 | 35 | 16 | 6 | 8 | 19 | N/A | 10 | N/A | 6
INSA and YouGov | N/A | 2020-10-09 | 2020-10-12 | N | 2084 | N/A | 0.5 | N/A | 14.5 | 7 | 8 | 18.5 | N/A | 11 | N/A | 6
GMS | N/A | 2020-10-07 | 2020-10-12 | N | 1005 | N/A | 1 | 36 | 16 | 5 | 7 | 20 | N/A | 10 | N/A | 6
Forsa | N/A | 2020-10-05 | 2020-10-09 | N | 2504 | 79.0 | 1 | 36 | 15 | 5 | 8 | 20 | N/A | 9 | N/A | 7
Forschungsgruppe Wahlen | N/A | 2020-10-06 | 2020-10-08 | N | 1229 | N/A | 1 | 37 | 16 | 5 | 7 | 20 | N/A | 10 | N/A | 5
Kantar | N/A | 2020-10-01 | 2020-10-07 | N | 1411 | N/A | 1 | 34 | 17 | 5 | 8 | 20 | N/A | 9 | N/A | 7
INSA and YouGov | N/A | 2020-10-02 | 2020-10-05 | N | 2058 | N/A | 0.5 | N/A | 14.5 | 6 | 7 | 18.5 | N/A | 11.5 | N/A | 6.5
Forsa | N/A | 2020-09-29 | 2020-10-02 | N | 2502 | 78.0 | 1 | 36 | 15 | 6 | 7 | 20 | N/A | 9 | N/A | 7
Infratest dimap | N/A | 2020-09-28 | 2020-09-30 | N | 1501 | N/A | 1 | 35 | 15 | 6 | 8 | 21 | N/A | 10 | N/A | 5
Kantar | N/A | 2020-09-22 | 2020-09-30 | N | 2397 | N/A | 1 | 35 | 16 | 6 | 9 | 18 | N/A | 11 | N/A | 5
INSA and YouGov | N/A | 2020-09-25 | 2020-09-28 | N | 2065 | N/A | 0.5 | N/A | 15.5 | 6.5 | 6.5 | 19 | N/A | 11.5 | N/A | 6
Forsa | N/A | 2020-09-21 | 2020-09-25 | N | 2504 | 77.0 | 1 | 35 | 15 | 6 | 8 | 21 | N/A | 9 | N/A | 6
Kantar | N/A | 2020-09-17 | 2020-09-23 | N | 1509 | N/A | 1 | 36 | 16 | 6 | 8 | 18 | N/A | 11 | N/A | 5
YouGov | N/A | 2020-09-19 | 2020-09-21 | N | 1623 | 78.0 | 1 | 35 | 15 | 5 | 9 | 18 | N/A | 12 | N/A | 6
INSA and YouGov | N/A | 2020-09-18 | 2020-09-21 | N | 2067 | N/A | 0.5 | N/A | 15.5 | 6.5 | 7.5 | 17.5 | N/A | 12 | N/A | 6
Forsa | N/A | 2020-09-14 | 2020-09-18 | N | 2501 | 78.0 | 1 | 36 | 14 | 5 | 8 | 22 | N/A | 8 | N/A | 7
Infratest dimap | N/A | 2020-09-15 | 2020-09-16 | N | 1051 | N/A | 1 | 36 | 16 | 5 | 8 | 20 | N/A | 10 | N/A | 5
Forschungsgruppe Wahlen | N/A | 2020-09-14 | 2020-09-16 | N | 1241 | N/A | 1 | 37 | 17 | 5 | 7 | 19 | N/A | 10 | N/A | 5
Kantar | N/A | 2020-09-10 | 2020-09-16 | N | 1534 | N/A | 1 | 36 | 16 | 5 | 8 | 18 | N/A | 11 | N/A | 6
Allensbach | N/A | 2020-09-04 | 2020-09-16 | N | 1043 | N/A | 0.5 | 37.0 | 17.0 | 6.0 | 7.0 | 19.5 | N/A | 9.0 | N/A | 4.5
INSA and YouGov | N/A | 2020-09-11 | 2020-09-14 | N | 2036 | N/A | 0.5 | N/A | 16 | 7 | 7.5 | 17 | N/A | 11.5 | N/A | 5.5
Forsa | N/A | 2020-09-07 | 2020-09-11 | N | 2501 | 77.0 | 1 | 36 | 16 | 5 | 9 | 18 | N/A | 9 | N/A | 7
Kantar | N/A | 2020-09-03 | 2020-09-09 | N | 1446 | N/A | 1 | 36 | 17 | 6 | 8 | 18 | N/A | 10 | N/A | 5
INSA and YouGov | N/A | 2020-09-04 | 2020-09-07 | N | 2068 | N/A | 0.5 | N/A | 16 | 6.5 | 8 | 18 | N/A | 11 | N/A | 5.5
Forsa | N/A | 2020-08-31 | 2020-09-04 | N | 2503 | 78.0 | 1 | 36 | 16 | 5 | 9 | 18 | N/A | 9 | N/A | 7
Infratest dimap | N/A | 2020-08-31 | 2020-09-02 | N | 1527 | N/A | 1 | 36 | 17 | 6 | 7 | 19 | N/A | 10 | N/A | 5
Kantar | N/A | 2020-08-27 | 2020-09-02 | N | 1447 | N/A | 1 | 36 | 17 | 6 | 7 | 18 | N/A | 11 | N/A | 5
INSA and YouGov | N/A | 2020-08-28 | 2020-08-31 | N | 2068 | N/A | 0.5 | N/A | 16 | 6 | 7.5 | 17.5 | N/A | 11 | N/A | 5.5
Forsa | N/A | 2020-08-24 | 2020-08-28 | N | 2502 | 77.0 | 1 | 36 | 16 | 5 | 7 | 19 | N/A | 9 | N/A | 8
Forschungsgruppe Wahlen | N/A | 2020-08-25 | 2020-08-27 | N | 1303 | N/A | 1 | 38 | 16 | 5 | 8 | 19 | N/A | 9 | N/A | 5
Kantar | N/A | 2020-08-18 | 2020-08-26 | N | 1597 | N/A | 1 | 36 | 16 | 6 | 8 | 18 | N/A | 11 | N/A | 5
INSA and YouGov | N/A | 2020-08-21 | 2020-08-24 | N | 2067 | N/A | 0.5 | N/A | 17 | 6.5 | 9 | 16 | N/A | 11 | N/A | 5
YouGov | N/A | 2020-08-20 | 2020-08-24 | N | 1611 | N/A | 1 | 36 | 16 | 5 | 8 | 18 | N/A | 11 | N/A | 6
Forsa | N/A | 2020-08-17 | 2020-08-21 | N | 2504 | 77.0 | 1 | 36 | 16 | 5 | 7 | 19 | N/A | 9 | N/A | 8
Infratest dimap | N/A | 2020-08-18 | 2020-08-19 | N | 1065 | N/A | 1 | 37 | 16 | 6 | 8 | 17 | N/A | 10 | N/A | 6
Kantar | N/A | 2020-08-13 | 2020-08-19 | N | 2107 | N/A | 1 | 36 | 17 | 7 | 8 | 16 | N/A | 10 | N/A | 6
Allensbach | N/A | 2020-08-05 | 2020-08-18 | N | 1231 | N/A | 0.5 | 38.0 | 17.0 | 5.5 | 7.0 | 19.0 | N/A | 9.0 | N/A | 4.5
INSA and YouGov | N/A | 2020-08-14 | 2020-08-17 | N | 2101 | N/A | 1 | N/A | 18 | 6 | 8 | 16 | N/A | 11 | N/A | 5
Forsa | N/A | 2020-08-10 | 2020-08-14 | N | 2501 | 78.0 | 1 | 36 | 16 | 6 | 6 | 20 | N/A | 9 | N/A | 7
Kantar | N/A | 2020-08-06 | 2020-08-12 | N | 1912 | N/A | 1 | 36 | 18 | 6 | 8 | 16 | N/A | 11 | N/A | 5
INSA and YouGov | N/A | 2020-08-11 | 2020-08-11 | N | 1012 | N/A | 1 | 36 | 18 | 7 | 9 | 15 | N/A | 11 | N/A | 4
INSA and YouGov | N/A | 2020-08-07 | 2020-08-10 | N | 2036 | N/A | 0.5 | N/A | 16 | 6.5 | 8.5 | 16 | N/A | 11 | N/A | 5.5
Forsa | N/A | 2020-08-03 | 2020-08-07 | N | 2502 | 78.0 | 1 | 38 | 14 | 6 | 8 | 18 | N/A | 8 | N/A | 8
Kantar | N/A | 2020-07-30 | 2020-08-06 | N | 1564 | N/A | 1 | 38 | 15 | 6 | 8 | 18 | N/A | 11 | N/A | 4
Infratest dimap | N/A | 2020-08-03 | 2020-08-05 | N | 1511 | N/A | 1 | 38 | 15 | 6 | 7 | 18 | N/A | 11 | N/A | 5
YouGov | N/A | 2020-07-30 | 2020-08-04 | N | 1623 | N/A | 1 | 36 | 14 | 6 | 9 | 18 | N/A | 11 | N/A | 6
INSA and YouGov | N/A | 2020-07-31 | 2020-08-03 | N | 2090 | N/A | 0.5 | N/A | 15 | 6.5 | 8.5 | 16.5 | N/A | 11 | N/A | 6
Forsa | N/A | 2020-07-27 | 2020-07-31 | N | 2504 | 78.0 | 1 | 38 | 14 | 6 | 8 | 18 | N/A | 8 | N/A | 8
Forschungsgruppe Wahlen | N/A | 2020-07-28 | 2020-07-30 | N | 1249 | N/A | 1 | 38 | 14 | 5 | 8 | 21 | N/A | 9 | N/A | 5
Kantar | N/A | 2020-07-23 | 2020-07-29 | N | 1449 | N/A | 1 | 37 | 16 | 6 | 8 | 17 | N/A | 10 | N/A | 6
INSA and YouGov | N/A | 2020-07-24 | 2020-07-27 | N | 2039 | N/A | 0.5 | N/A | 15 | 7 | 8 | 16 | N/A | 11 | N/A | 6.5
GMS | N/A | 2020-07-22 | 2020-07-27 | N | 1003 | N/A | 1 | 38 | 14 | 6 | 6 | 19 | N/A | 10 | N/A | 7
Forsa | N/A | 2020-07-20 | 2020-07-24 | N | 2504 | 77.0 | 1 | 38 | 14 | 6 | 8 | 18 | N/A | 9 | N/A | 7
Infratest dimap | N/A | 2020-07-21 | 2020-07-22 | N | 1064 | N/A | 1 | 37 | 14 | 5 | 7 | 20 | N/A | 11 | N/A | 6
Kantar | N/A | 2020-07-16 | 2020-07-22 | N | 2031 | N/A | 1 | 37 | 15 | 6 | 8 | 18 | N/A | 11 | N/A | 5
INSA and YouGov | N/A | 2020-07-17 | 2020-07-20 | N | 2049 | N/A | 0.5 | N/A | 16 | 7.5 | 7.5 | 16 | N/A | 10 | N/A | 6.5
Forsa | N/A | 2020-07-13 | 2020-07-16 | N | 2501 | 77.0 | 1 | 38 | 14 | 6 | 8 | 18 | N/A | 9 | N/A | 7
Allensbach | N/A | 2020-07-03 | 2020-07-16 | N | 1237 | N/A | 0.5 | 38 | 15.5 | 5.5 | 7.5 | 20 | N/A | 9 | N/A | 4.5
Kantar | N/A | 2020-07-09 | 2020-07-15 | N | 1449 | N/A | 1 | 38 | 16 | 6 | 8 | 17 | N/A | 10 | N/A | 5
INSA and YouGov | N/A | 2020-07-10 | 2020-07-13 | N | 2051 | N/A | 0.5 | N/A | 14.5 | 7 | 8.5 | 16.5 | N/A | 11 | N/A | 5.5
Forsa | N/A | 2020-07-06 | 2020-07-10 | N | 2500 | 76.0 | 1 | 38 | 14 | 6 | 7 | 18 | N/A | 10 | N/A | 7
Forschungsgruppe Wahlen | N/A | 2020-07-07 | 2020-07-09 | N | 1226 | N/A | 1 | 39 | 15 | 5 | 7 | 20 | N/A | 9 | N/A | 5
Kantar | N/A | 2020-07-02 | 2020-07-08 | N | 1426 | N/A | 1 | 38 | 15 | 6 | 8 | 17 | N/A | 11 | N/A | 5
INSA and YouGov | N/A | 2020-07-03 | 2020-07-06 | N | 2040 | N/A | 1 | N/A | 15 | 7 | 8 | 17 | N/A | 11 | N/A | 6
Forsa | N/A | 2020-06-29 | 2020-07-03 | N | 2503 | 73.0 | 1 | 38 | 14 | 5 | 8 | 18 | N/A | 10 | N/A | 7
Kantar | N/A | 2020-06-24 | 2020-07-02 | N | 1436 | N/A | 1 | 37 | 16 | 6 | 8 | 19 | N/A | 10 | N/A | 4
Infratest dimap | N/A | 2020-06-29 | 2020-07-01 | N | 1503 | N/A | 1 | 37 | 16 | 5 | 7 | 20 | N/A | 10 | N/A | 5
INSA and YouGov | N/A | 2020-06-26 | 2020-06-29 | N | 2051 | N/A | 0.5 | N/A | 16 | 7 | 8 | 17 | N/A | 10.5 | N/A | 5
Forsa | N/A | 2020-06-22 | 2020-06-26 | N | 2501 | 73.0 | 1 | 38 | 14 | 6 | 8 | 17 | N/A | 10 | N/A | 7
Forschungsgruppe Wahlen | N/A | 2020-06-23 | 2020-06-25 | N | 1227 | N/A | 1 | 40 | 15 | 5 | 7 | 19 | N/A | 9 | N/A | 5
Infratest dimap | N/A | 2020-06-23 | 2020-06-24 | N | 1068 | N/A | 1 | 37 | 16 | 5 | 7 | 20 | N/A | 10 | N/A | 5
Kantar | N/A | 2020-06-18 | 2020-06-24 | N | 1550 | N/A | 1 | 37 | 16 | 6 | 8 | 18 | N/A | 10 | N/A | 5
INSA and YouGov | N/A | 2020-06-19 | 2020-06-22 | N | 2058 | N/A | 0.5 | N/A | 15 | 6 | 8.5 | 18.5 | N/A | 10 | N/A | 5.5
YouGov | N/A | 2020-06-18 | 2020-06-22 | N | 1636 | N/A | 1 | 37 | 15 | 5 | 9 | 17 | N/A | 11 | N/A | 6
Forsa | N/A | 2020-06-15 | 2020-06-19 | N | 2501 | 75.0 | 1 | 39 | 14 | 5 | 8 | 18 | N/A | 9 | N/A | 7
Kantar | N/A | 2020-06-10 | 2020-06-17 | N | 2403 | N/A | 1 | 38 | 15 | 7 | 8 | 17 | N/A | 10 | N/A | 5
INSA and YouGov | N/A | 2020-06-12 | 2020-06-15 | N | 2069 | N/A | 1 | N/A | 14 | 7 | 8 | 18 | N/A | 10 | N/A | 5
GMS | N/A | 2020-06-09 | 2020-06-15 | N | 1002 | N/A | 1 | 39 | 15 | 6 | 8 | 17 | N/A | 9 | N/A | 6
Forsa | N/A | 2020-06-08 | 2020-06-13 | N | 2504 | 74.0 | 1 | 40 | 14 | 6 | 8 | 17 | N/A | 8 | N/A | 7
Allensbach | N/A | 2020-06-01 | 2020-06-13 | N | 1314 | N/A | 0.5 | 40 | 16 | 4.5 | 7 | 18.5 | N/A | 9.5 | N/A | 4.5
Forschungsgruppe Wahlen | N/A | 2020-06-08 | 2020-06-10 | N | 1270 | N/A | 1 | 39 | 15 | 4 | 7 | 20 | N/A | 9 | N/A | 6
Kantar | N/A | 2020-06-04 | 2020-06-09 | N | 1934 | N/A | 1 | 39 | 15 | 7 | 7 | 17 | N/A | 9 | N/A | 6
INSA and YouGov | N/A | 2020-06-05 | 2020-06-08 | N | 2051 | N/A | 0.5 | N/A | 14 | 6.5 | 8.5 | 17.5 | N/A | 10 | N/A | 5.5
Forsa | N/A | 2020-06-02 | 2020-06-05 | N | 2002 | 73.0 | 1 | 40 | 16 | 6 | 8 | 15 | N/A | 8 | N/A | 7
Infratest dimap | N/A | 2020-06-02 | 2020-06-03 | N | 1505 | N/A | 1 | 38 | 15 | 6 | 8 | 19 | N/A | 9 | N/A | 5
Kantar | N/A | 2020-05-28 | 2020-06-03 | N | 1428 | N/A | 1 | 38 | 15 | 7 | 8 | 16 | N/A | 8 | N/A | 8
INSA and YouGov | N/A | 2020-05-29 | 2020-06-02 | N | 2047 | N/A | 0.5 | N/A | 14 | 5.5 | 8 | 18 | N/A | 10 | N/A | 6
Forsa | N/A | 2020-05-27 | 2020-05-29 | N | 1507 | 74.0 | 1 | 40 | 15 | 5 | 8 | 16 | N/A | 9 | N/A | 7
Forschungsgruppe Wahlen | N/A | 2020-05-26 | 2020-05-28 | N | 1377 | N/A | 1 | 39 | 15 | 4 | 8 | 19 | N/A | 9 | N/A | 6
Kantar | N/A | 2020-05-20 | 2020-05-26 | N | 1934 | N/A | 1 | 40 | 16 | 8 | 7 | 15 | N/A | 9 | N/A | 5
YouGov | N/A | 2020-05-20 | 2020-05-26 | N | 1584 | N/A | 1 | 37 | 15 | 5 | 9 | 16 | N/A | 11 | N/A | 7
INSA and YouGov | N/A | 2020-05-22 | 2020-05-25 | N | 2062 | N/A | 0.5 | N/A | 15 | 6 | 8 | 18 | N/A | 9.5 | N/A | 6.5
Forsa | N/A | 2020-05-18 | 2020-05-22 | N | 2002 | 74.0 | 1 | 40 | 15 | 5 | 8 | 16 | N/A | 9 | N/A | 7
Kantar | N/A | 2020-05-14 | 2020-05-19 | N | 1914 | N/A | 1 | 38 | 16 | 7 | 8 | 15 | N/A | 10 | N/A | 6
INSA and YouGov | N/A | 2020-05-15 | 2020-05-18 | N | 2092 | N/A | 0.5 | N/A | 14 | 6 | 7.5 | 18 | N/A | 10.5 | N/A | 7
Forsa | N/A | 2020-05-11 | 2020-05-15 | N | 2509 | 75.0 | 1 | 39 | 15 | 6 | 8 | 16 | N/A | 9 | N/A | 7
