Polling Firm | Commissioners | Fieldwork Start | Fieldwork End | Scope | Sample Size | Participation | Precision | Lab | Con | Lib Dems | SNP | Plaid | UKIP | GPEW | SGP | Reform UK | Change UK | Other
Techne UK | N/A | 2022-05-18 | 2022-05-19 | N | 1635 | N/A | 1 | 39 | 35 | 10 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | 6
Redfield & Wilton Strategies | N/A | 2022-05-18 | 2022-05-18 | N | 1500 | N/A | 1 | 39 | 33 | 12 | 4 | 1 | N/A | N/A | N/A | 5 | N/A | 2
Ipsos MORI | N/A | 2022-05-11 | 2022-05-17 | N | 1013 | N/A | 1 | 39 | 33 | 12 | 5 | 1 | 1 | N/A | N/A | 1 | N/A | 2
Redfield & Wilton Strategies | N/A | 2022-05-15 | 2022-05-15 | N | 2000 | N/A | 1 | 38 | 34 | 12 | 4 | 1 | N/A | N/A | N/A | 3 | N/A | 4
Savanta ComRes | N/A | 2022-05-13 | 2022-05-15 | N | 2196 | N/A | 1 | 41 | 34 | 10 | 4 | 1 | N/A | N/A | N/A | 2 | N/A | 4
Opinium | The Observer | 2022-05-11 | 2022-05-13 | N | 1478 | N/A | 1 | 37 | 34 | 12 | 4 | 1 | N/A | N/A | N/A | N/A | N/A | 6
Techne UK | N/A | 2022-05-11 | 2022-05-12 | N | 1634 | N/A | 1 | 39 | 34 | 11 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | 6
YouGov | The Times | 2022-05-10 | 2022-05-11 | N | 1990 | N/A | 1 | 38 | 33 | 12 | 4 | 1 | N/A | N/A | N/A | 3 | N/A | 2
Redfield & Wilton Strategies | N/A | 2022-05-08 | 2022-05-08 | N | 2000 | N/A | 1 | 39 | 33 | 12 | 5 | N/A | N/A | N/A | N/A | 2 | N/A | 1
Savanta ComRes | N/A | 2022-05-06 | 2022-05-08 | N | 2161 | N/A | 1 | 39 | 34 | 11 | 4 | 1 | N/A | N/A | N/A | 3 | N/A | 4
YouGov | The Times | 2022-05-05 | 2022-05-06 | N | 1707 | N/A | 1 | 36 | 35 | 10 | 5 | 1 | N/A | N/A | N/A | 3 | N/A | 2
Techne UK | N/A | 2022-05-04 | 2022-05-05 | N | 1635 | N/A | 1 | 40 | 34 | 10 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | 7
Redfield & Wilton Strategies | N/A | 2022-05-01 | 2022-05-01 | N | 2000 | N/A | 1 | 41 | 33 | 12 | 4 | 1 | N/A | N/A | N/A | 3 | N/A | 3
Savanta ComRes | N/A | 2022-04-29 | 2022-05-01 | N | 2236 | N/A | 1 | 41 | 35 | 9 | 4 | 0 | N/A | N/A | N/A | 3 | N/A | 4
Techne UK | N/A | 2022-04-27 | 2022-04-28 | N | 1633 | N/A | 1 | 40 | 35 | 9 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | 6
Ipsos MORI | N/A | 2022-04-20 | 2022-04-28 | N | 1006 | N/A | 1 | 40 | 35 | 10 | 5 | N/A | 1 | N/A | N/A | 1 | N/A | 1
YouGov | The Times | 2022-04-26 | 2022-04-27 | N | 1779 | N/A | 1 | 39 | 33 | 11 | 5 | 0 | N/A | N/A | N/A | 3 | N/A | 2
Survation | N/A | 2022-04-22 | 2022-04-26 | N | 2587 | N/A | 1 | 42 | 33 | 9 | 4 | 1 | N/A | N/A | N/A | 2 | N/A | 4
Opinium | N/A | 2022-04-14 | 2022-04-26 | N | 4000 | N/A | 1 | 37 | 35 | 10 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2
Redfield & Wilton Strategies | N/A | 2022-04-24 | 2022-04-24 | N | 2000 | N/A | 1 | 42 | 34 | 11 | 4 | 1 | N/A | N/A | N/A | 4 | N/A | 0
Savanta ComRes | N/A | 2022-04-22 | 2022-04-24 | N | 2231 | N/A | 1 | 40 | 34 | 11 | 4 | 1 | N/A | N/A | N/A | 3 | N/A | 4
Opinium | The Observer | 2022-04-20 | 2022-04-22 | N | 2002 | N/A | 1 | 36 | 34 | 10 | 4 | 1 | N/A | N/A | N/A | N/A | N/A | 7
Techne UK | N/A | 2022-04-20 | 2022-04-21 | N | 1631 | N/A | 1 | 40 | 34 | 10 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | 7
YouGov | The Times | 2022-04-19 | 2022-04-20 | N | 2079 | N/A | 1 | 39 | 33 | 9 | 4 | 1 | N/A | N/A | N/A | 3 | N/A | 3
Redfield & Wilton Strategies | N/A | 2022-04-17 | 2022-04-17 | N | 2000 | N/A | 1 | 42 | 34 | 10 | 5 | 0 | N/A | N/A | N/A | 3 | N/A | 1
YouGov | The Times | 2022-04-13 | 2022-04-14 | N | 1960 | N/A | 1 | 38 | 33 | 10 | 4 | 1 | N/A | N/A | N/A | 5 | N/A | 2
Deltapoll | Mail on Sunday | 2022-04-13 | 2022-04-14 | N | 1550 | N/A | 1 | 43 | 32 | 9 | 5 | 1 | 2 | N/A | N/A | 2 | N/A | 1
Techne UK | N/A | 2022-04-12 | 2022-04-13 | N | 1628 | N/A | 1 | 41 | 34 | 9 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | 7
Kantar | N/A | 2022-04-07 | 2022-04-11 | N | 1152 | N/A | 1 | 37 | 34 | 11 | 5 | 1 | 2 | N/A | N/A | 4 | N/A | 1
Redfield & Wilton Strategies | N/A | 2022-04-10 | 2022-04-10 | N | 2000 | N/A | 1 | 42 | 34 | 8 | 4 | 1 | N/A | N/A | N/A | 4 | N/A | 2
Savanta ComRes | N/A | 2022-04-08 | 2022-04-10 | N | 2145 | N/A | 1 | 40 | 34 | 9 | 4 | 0 | N/A | N/A | N/A | 3 | N/A | 4
Opinium | The Observer | 2022-04-06 | 2022-04-08 | N | 2004 | N/A | 1 | 38 | 34 | 10 | 4 | 1 | N/A | N/A | N/A | N/A | N/A | 8
Omnisis | The Byline Times | 2022-04-06 | 2022-04-08 | N | 918 | N/A | 1 | 49 | 25 | 6 | 4 | 1 | N/A | N/A | N/A | 3 | N/A | 4
YouGov | The Times | 2022-04-06 | 2022-04-07 | N | 1826 | N/A | 1 | 37 | 34 | 10 | 4 | 1 | N/A | N/A | N/A | 4 | N/A | 3
Techne UK | N/A | 2022-04-06 | 2022-04-07 | N | 1635 | N/A | 1 | 40 | 35 | 10 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | 7
Redfield & Wilton Strategies | N/A | 2022-04-03 | 2022-04-03 | N | 2000 | N/A | 1 | 42 | 36 | 9 | 3 | 1 | N/A | N/A | N/A | 3 | N/A | 2
Savanta ComRes | N/A | 2022-04-01 | 2022-04-03 | N | 2220 | N/A | 1 | 40 | 33 | 11 | 5 | N/A | N/A | N/A | N/A | N/A | N/A | 8
Techne UK | N/A | 2022-04-01 | 2022-04-01 | N | 1639 | N/A | 1 | 39 | 36 | 9 | 5 | N/A | N/A | N/A | N/A | N/A | N/A | 6
Techne UK | N/A | 2022-03-30 | 2022-03-31 | N | 1639 | N/A | 1 | 39 | 36 | 9 | 5 | N/A | N/A | N/A | N/A | N/A | N/A | 6
YouGov | The Times | 2022-03-29 | 2022-03-30 | N | 2006 | N/A | 1 | 37 | 33 | 9 | 6 | 1 | N/A | N/A | N/A | 5 | N/A | 3
Survation | N/A | 2022-03-28 | 2022-03-30 | N | 2033 | N/A | 1 | 42 | 35 | 9 | 4 | 1 | N/A | N/A | N/A | 2 | N/A | 5
Redfield & Wilton Strategies | N/A | 2022-03-27 | 2022-03-27 | N | 2000 | N/A | 1 | 37 | 35 | 9 | 6 | 1 | N/A | N/A | N/A | 5 | N/A | 2
Savanta ComRes | N/A | 2022-03-25 | 2022-03-27 | N | 2226 | N/A | 1 | 39 | 35 | 11 | 5 | 0 | N/A | N/A | N/A | 3 | N/A | 4
Opinium | The Observer | 2022-03-23 | 2022-03-25 | N | 2002 | N/A | 1 | 38 | 36 | 9 | 4 | 1 | N/A | N/A | N/A | N/A | N/A | 6
YouGov | N/A | 2022-03-23 | 2022-03-24 | N | 1759 | N/A | 1 | 37 | 35 | 10 | 4 | 1 | N/A | N/A | N/A | 4 | N/A | 2
Techne UK | N/A | 2022-03-23 | 2022-03-24 | N | 1641 | N/A | 1 | 40 | 35 | 10 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | 6
YouGov | N/A | 2022-03-22 | 2022-03-23 | N | 1810 | N/A | 1 | 36 | 35 | 9 | 4 | 1 | N/A | N/A | N/A | 5 | N/A | 3
Kantar | N/A | 2022-03-17 | 2022-03-21 | N | 1042 | N/A | 1 | 36 | 36 | 12 | 3 | 0 | 1 | N/A | N/A | 3 | N/A | 2
Redfield & Wilton Strategies | N/A | 2022-03-20 | 2022-03-20 | N | 2000 | N/A | 1 | 40 | 35 | 11 | 4 | 0 | N/A | N/A | N/A | 2 | N/A | 1
YouGov | The Times | 2022-03-16 | 2022-03-17 | N | 1761 | N/A | 1 | 39 | 33 | 10 | 5 | 1 | N/A | N/A | N/A | 4 | N/A | 2
Techne UK | N/A | 2022-03-16 | 2022-03-17 | N | 1636 | N/A | 1 | 39 | 35 | 10 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | 6
Ipsos MORI | Evening Standard | 2022-03-09 | 2022-03-16 | N | 1000 | N/A | 1 | 39 | 35 | 10 | 5 | N/A | N/A | N/A | N/A | N/A | N/A | 5
Redfield & Wilton Strategies | N/A | 2022-03-13 | 2022-03-13 | N | 2000 | N/A | 1 | 39 | 36 | 10 | 4 | 1 | N/A | N/A | N/A | 4 | N/A | 2
Savanta ComRes | N/A | 2022-03-11 | 2022-03-13 | N | 2192 | N/A | 1 | 40 | 35 | 9 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | 7
Opinium | The Observer | 2022-03-09 | 2022-03-11 | N | 2007 | N/A | 1 | 37 | 35 | 9 | 4 | 1 | N/A | N/A | N/A | N/A | N/A | 7
Deltapoll | N/A | 2022-03-08 | 2022-03-11 | N | 2003 | N/A | 1 | 40 | 34 | 10 | 5 | 1 | 1 | N/A | N/A | 2 | N/A | 1
Techne UK | N/A | 2022-03-09 | 2022-03-10 | N | 1641 | N/A | 1 | 38 | 36 | 9 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | 7
YouGov | The Times | 2022-03-08 | 2022-03-09 | N | 1700 | N/A | 1 | 39 | 33 | 10 | 4 | 1 | N/A | N/A | N/A | 4 | N/A | 2
Redfield & Wilton Strategies | N/A | 2022-03-07 | 2022-03-07 | N | 2000 | N/A | 1 | 40 | 37 | 10 | 4 | 0 | N/A | N/A | N/A | 2 | N/A | 1
Savanta ComRes | N/A | 2022-03-04 | 2022-03-06 | N | 2222 | N/A | 1 | 41 | 34 | 9 | 5 | 1 | N/A | N/A | N/A | 3 | N/A | 5
YouGov | The Times | 2022-03-03 | 2022-03-04 | N | 1658 | N/A | 1 | 37 | 35 | 7 | 5 | 1 | N/A | N/A | N/A | 5 | N/A | 2
Techne UK | N/A | 2022-03-02 | 2022-03-03 | N | 1631 | N/A | 1 | 38 | 35 | 10 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | 7
Redfield & Wilton Strategies | N/A | 2022-02-28 | 2022-02-28 | N | 2000 | N/A | 1 | 38 | 35 | 12 | 5 | 0 | N/A | N/A | N/A | 4 | N/A | 1
Number Cruncher Politics | ITV | 2022-02-21 | 2022-02-28 | N | 2001 | N/A | 1 | 42 | 35 | 8 | 5 | 1 | N/A | N/A | N/A | 2 | N/A | 2
Savanta ComRes | N/A | 2022-02-25 | 2022-02-27 | N | 2208 | N/A | 1 | 42 | 34 | 9 | 4 | 1 | N/A | N/A | N/A | 3 | N/A | 4
YouGov | The Times | 2022-02-24 | 2022-02-25 | N | 1741 | N/A | 1 | 39 | 34 | 9 | 5 | 1 | N/A | N/A | N/A | 5 | N/A | 3
Opinium | The Observer | 2022-02-23 | 2022-02-25 | N | 2068 | N/A | 1 | 38 | 34 | 11 | 4 | 1 | N/A | N/A | N/A | N/A | N/A | 5
Techne UK | N/A | 2022-02-23 | 2022-02-24 | N | 1635 | N/A | 1 | 39 | 35 | 9 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | 7
Omnisis | The Byline Times | 2022-02-22 | 2022-02-23 | N | 1004 | N/A | 1 | 46 | 27 | 8 | 5 | 1 | N/A | N/A | N/A | 4 | N/A | 3
Redfield & Wilton Strategies | N/A | 2022-02-21 | 2022-02-21 | N | 2000 | N/A | 1 | 39 | 33 | 11 | 5 | 1 | N/A | N/A | N/A | 4 | N/A | 1
Survation | N/A | 2022-02-17 | 2022-02-21 | N | 2050 | N/A | 1 | 42 | 35 | 9 | 4 | 1 | 0 | N/A | N/A | 2 | N/A | 4
Kantar | N/A | 2022-02-17 | 2022-02-21 | N | 1090 | N/A | 1 | 39 | 34 | 12 | 4 | 0 | 1 | N/A | N/A | 2 | N/A | 2
Savanta ComRes | The Independent | 2022-02-18 | 2022-02-20 | N | 2201 | N/A | 1 | 40 | 33 | 11 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | 7
YouGov | The Times | 2022-02-16 | 2022-02-17 | N | 1720 | N/A | 1 | 38 | 34 | 10 | 4 | 1 | N/A | N/A | N/A | 4 | N/A | 2
Techne UK | N/A | 2022-02-16 | 2022-02-17 | N | 1625 | N/A | 1 | 37 | 32 | 10 | 4 | N/A | N/A | N/A | N/A | 7 | N/A | 5
Redfield & Wilton Strategies | N/A | 2022-02-14 | 2022-02-14 | N | 2000 | N/A | 1 | 38 | 33 | 11 | 4 | 1 | N/A | N/A | N/A | 5 | N/A | 2
Savanta ComRes | N/A | 2022-02-11 | 2022-02-13 | N | N/A | N/A | 1 | 41 | 32 | 11 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
YouGov | The Times | 2022-02-10 | 2022-02-11 | N | 1720 | N/A | 1 | 37 | 34 | 10 | 5 | 1 | N/A | N/A | N/A | 4 | N/A | 2
Opinium | The Observer | 2022-02-09 | 2022-02-11 | N | 1526 | N/A | 1 | 37 | 34 | 11 | 3 | 1 | N/A | N/A | N/A | N/A | N/A | 8
Techne UK | N/A | 2022-02-08 | 2022-02-09 | N | 1631 | N/A | 1 | 38 | 31 | 8 | 4 | N/A | N/A | N/A | N/A | 6 | N/A | 7
Redfield & Wilton Strategies | N/A | 2022-02-07 | 2022-02-07 | N | 2000 | N/A | 1 | 42 | 32 | 9 | 4 | 1 | N/A | N/A | N/A | 4 | N/A | 2
Savanta ComRes | N/A | 2022-02-04 | 2022-02-06 | N | N/A | N/A | 1 | 42 | 33 | 9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Deltapoll | The Sun on Sunday | 2022-02-03 | 2022-02-04 | N | 1587 | N/A | 1 | 41 | 34 | 10 | 4 | 1 | 2 | N/A | N/A | 2 | N/A | 1
YouGov | The Times | 2022-02-01 | 2022-02-02 | N | 1661 | N/A | 1 | 41 | 32 | 10 | 5 | 1 | N/A | N/A | N/A | 4 | N/A | 2
Techne UK | N/A | 2022-02-01 | 2022-02-02 | N | 1631 | N/A | 1 | 37 | 30 | 9 | 4 | N/A | N/A | N/A | N/A | 7 | N/A | 7
Redfield & Wilton Strategies | N/A | 2022-01-31 | 2022-01-31 | N | 2000 | N/A | 1 | 40 | 33 | 11 | 4 | 1 | N/A | N/A | N/A | 3 | N/A | 1
Savanta ComRes | N/A | 2022-01-28 | 2022-01-30 | N | 2283 | N/A | 1 | 44 | 33 | 9 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | 8
Techne UK | N/A | 2022-01-28 | 2022-01-28 | N | N/A | N/A | 1 | 38 | 31 | 12 | 4 | N/A | N/A | N/A | N/A | 2 | N/A | 7
Opinium | The Observer | 2022-01-27 | 2022-01-28 | N | 1647 | N/A | 1 | 39 | 34 | 9 | 5 | 1 | N/A | N/A | N/A | N/A | N/A | 6
YouGov | The Times | 2022-01-26 | 2022-01-27 | N | 1656 | N/A | 1 | 38 | 32 | 11 | 5 | 1 | N/A | N/A | N/A | 3 | N/A | 3
Omnisis | The Byline Times | 2022-01-26 | 2022-01-27 | N | 1005 | N/A | 1 | 48 | 28 | 7 | 5 | 0 | N/A | N/A | N/A | 4 | N/A | 1
Deltapoll | Daily Mirror | 2022-01-25 | 2022-01-27 | N | 1515 | N/A | 1 | 42 | 32 | 10 | 5 | 1 | 1 | N/A | N/A | 1 | N/A | 1
Survation | Daily Mail | 2022-01-25 | 2022-01-25 | N | 1117 | N/A | 1 | 40 | 35 | 10 | 5 | 1 | 0 | N/A | N/A | 3 | N/A | 3
Ipsos MORI | Evening Standard | 2022-01-19 | 2022-01-25 | N | 1059 | N/A | 1 | 40 | 31 | 13 | 4 | 1 | N/A | N/A | N/A | 1 | N/A | 1
Redfield & Wilton Strategies | N/A | 2022-01-24 | 2022-01-24 | N | 2000 | N/A | 1 | 41 | 34 | 11 | 5 | 0 | N/A | N/A | N/A | 3 | N/A | 1
Kantar | N/A | 2022-01-20 | 2022-01-24 | N | 1086 | N/A | 1 | 38 | 34 | 11 | 5 | 1 | 1 | N/A | N/A | 2 | N/A | 1
Savanta ComRes | N/A | 2022-01-21 | 2022-01-23 | N | 2095 | N/A | 1 | 40 | 32 | 11 | 5 | 1 | N/A | N/A | N/A | 3 | N/A | 4
JL Partners | Sunday Times | 2022-01-11 | 2022-01-23 | N | 4561 | N/A | 1 | 42 | 32 | 10 | 5 | 0 | 1 | N/A | N/A | 2 | N/A | 1
YouGov | The Times | 2022-01-20 | 2022-01-21 | N | 1668 | N/A | 1 | 39 | 32 | 8 | 5 | 1 | N/A | N/A | N/A | 4 | N/A | 2
Omnisis | The Byline Times | 2022-01-20 | 2022-01-20 | N | 1015 | N/A | 1 | 45 | 27 | 8 | 5 | 1 | N/A | N/A | N/A | 4 | N/A | 3
Redfield & Wilton Strategies | N/A | 2022-01-17 | 2022-01-17 | N | 2000 | N/A | 1 | 43 | 30 | 9 | 4 | 1 | N/A | N/A | N/A | 4 | N/A | 2
Survation | 38 Degrees | 2022-01-14 | 2022-01-17 | N | 2036 | N/A | 1 | 43 | 33 | 10 | 4 | 1 | 1 | N/A | N/A | 2 | N/A | 3
Savanta ComRes | N/A | 2022-01-14 | 2022-01-16 | N | 2151 | N/A | 1 | 41 | 32 | 11 | 5 | N/A | N/A | N/A | N/A | N/A | N/A | 8
Deltapoll | N/A | 2022-01-12 | 2022-01-16 | N | 4292 | N/A | 1 | 41 | 32 | 11 | 5 | 1 | 2 | N/A | N/A | 2 | N/A | 1
Savanta ComRes | N/A | 2022-01-13 | 2022-01-14 | N | 2151 | N/A | 1 | 42 | 32 | 11 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | 7
YouGov | The Times | 2022-01-13 | 2022-01-14 | N | 1683 | N/A | 1 | 39 | 31 | 11 | 5 | 1 | N/A | N/A | N/A | 5 | N/A | 2
Opinium | The Observer | 2022-01-12 | 2022-01-14 | N | 1271 | N/A | 1 | 41 | 31 | 9 | 4 | 1 | N/A | N/A | N/A | N/A | N/A | 8
Find Out Now | N/A | 2022-01-13 | 2022-01-13 | N | 2128 | N/A | 1 | 41 | 27 | 11 | 5 | 1 | N/A | N/A | N/A | 5 | N/A | 2
YouGov | The Times | 2022-01-12 | 2022-01-13 | N | 1690 | N/A | 1 | 40 | 29 | 11 | 5 | N/A | N/A | N/A | N/A | 6 | N/A | 1
Focaldata | N/A | 2022-01-12 | 2022-01-13 | N | 1003 | N/A | 1 | 42 | 33 | 11 | 3 | 1 | N/A | N/A | N/A | 3 | N/A | 2
YouGov | The Times | 2022-01-11 | 2022-01-12 | N | 1666 | N/A | 1 | 38 | 28 | 13 | 5 | N/A | N/A | N/A | N/A | 4 | N/A | 3
Redfield & Wilton Strategies | N/A | 2022-01-10 | 2022-01-10 | N | 2000 | N/A | 1 | 39 | 35 | 12 | 4 | 0 | N/A | N/A | N/A | 4 | N/A | 1
Savanta ComRes | N/A | 2022-01-07 | 2022-01-09 | N | 2207 | N/A | 1 | 37 | 33 | 11 | 5 | N/A | N/A | N/A | N/A | N/A | N/A | 10
YouGov | The Times | 2022-01-06 | 2022-01-07 | N | 1744 | N/A | 1 | 37 | 33 | 10 | 5 | 1 | N/A | N/A | N/A | 5 | N/A | 3
Opinium | The Observer | 2022-01-05 | 2022-01-07 | N | 1326 | N/A | 1 | 39 | 34 | 11 | 4 | 1 | N/A | N/A | N/A | N/A | N/A | 6
Redfield & Wilton Strategies | N/A | 2022-01-03 | 2022-01-03 | N | 2000 | N/A | 1 | 38 | 35 | 10 | 5 | 0 | N/A | N/A | N/A | 4 | N/A | 2
Deltapoll | The Mail on Sunday | 2021-12-23 | 2021-12-30 | N | 1567 | N/A | 1 | 40 | 35 | 10 | 5 | 1 | 1 | N/A | N/A | 3 | N/A | 0
Opinium | The Observer | 2021-12-21 | 2021-12-23 | N | 1216 | N/A | 1 | 39 | 32 | 11 | 5 | 1 | N/A | N/A | N/A | N/A | N/A | 7
Focaldata | N/A | 2021-12-20 | 2021-12-21 | N | 1008 | N/A | 1 | 41 | 34 | 9 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | 6
Redfield & Wilton Strategies | N/A | 2021-12-20 | 2021-12-20 | N | 2000 | N/A | 1 | 39 | 31 | 13 | 5 | 1 | N/A | N/A | N/A | 5 | N/A | 1
YouGov | The Times | 2021-12-19 | 2021-12-20 | N | 1790 | N/A | 1 | 36 | 30 | 12 | 6 | 1 | N/A | N/A | N/A | 5 | N/A | 3
Savanta ComRes | N/A | 2021-12-17 | 2021-12-19 | N | 2096 | N/A | 1 | 37 | 32 | 13 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | 9
Savanta ComRes | The Daily Express | 2021-12-16 | 2021-12-16 | N | 2139 | N/A | 1 | 38 | 34 | 10 | 5 | 1 | N/A | N/A | N/A | 4 | N/A | 4
YouGov | The Times | 2021-12-14 | 2021-12-15 | N | 1714 | N/A | 1 | 37 | 32 | 10 | 5 | 1 | N/A | N/A | N/A | 6 | N/A | 3
Find Out Now | The Telegraph | 2021-12-14 | 2021-12-15 | N | 1017 | N/A | 1 | 38 | 30 | 10 | 2 | 1 | N/A | N/A | N/A | 7 | N/A | 2
Survation | 38 Degrees | 2021-12-13 | 2021-12-14 | N | 2039 | N/A | 1 | 40 | 34 | 8 | 5 | 1 | 1 | N/A | N/A | 2 | N/A | 2
Redfield & Wilton Strategies | N/A | 2021-12-13 | 2021-12-13 | N | 2000 | N/A | 1 | 37 | 32 | 11 | 4 | 0 | N/A | N/A | N/A | 7 | N/A | 1
Kantar | N/A | 2021-12-09 | 2021-12-13 | N | 1074 | N/A | 1 | 38 | 34 | 11 | 3 | 1 | 2 | N/A | N/A | 3 | N/A | 2
YouGov | Fabian Society | 2021-12-08 | 2021-12-13 | N | 3380 | N/A | 1 | 38 | 31 | 8 | 5 | 1 | N/A | N/A | N/A | 6 | N/A | 2
Survation | GMB | 2021-12-10 | 2021-12-11 | N | 1218 | N/A | 1 | 39 | 32 | 9 | 5 | 1 | 1 | N/A | N/A | 4 | N/A | 4
Savanta ComRes | Daily Mail | 2021-12-09 | 2021-12-10 | N | 2118 | N/A | 1 | 39 | 33 | 9 | 5 | N/A | N/A | N/A | N/A | N/A | N/A | 9
YouGov | The Times | 2021-12-09 | 2021-12-10 | N | 1741 | N/A | 1 | 40 | 32 | 8 | 4 | 1 | N/A | N/A | N/A | 7 | N/A | 2
Opinium | The Observer | 2021-12-08 | 2021-12-10 | N | 2042 | N/A | 1 | 41 | 32 | 9 | 5 | 0 | N/A | N/A | N/A | N/A | N/A | 8
Ipsos MORI | Evening Standard | 2021-12-03 | 2021-12-10 | N | 1005 | N/A | 1 | 39 | 34 | 11 | 5 | 1 | N/A | N/A | N/A | 2 | N/A | 3
Focaldata | Times Radio | 2021-12-09 | 2021-12-09 | N | 1001 | N/A | 1 | 41 | 33 | 7 | 5 | 1 | N/A | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2021-12-08 | 2021-12-09 | N | 1686 | N/A | 1 | 37 | 33 | 9 | 5 | 1 | N/A | N/A | N/A | 6 | N/A | 2
Survation | The Mirror | 2021-12-08 | 2021-12-09 | N | 1178 | N/A | 1 | 40 | 34 | 10 | 4 | 1 | 1 | N/A | N/A | 3 | N/A | 4
Redfield & Wilton Strategies | N/A | 2021-12-08 | 2021-12-08 | N | 1500 | N/A | 1 | 38 | 34 | 11 | 4 | 0 | N/A | N/A | N/A | 5 | N/A | 1
Redfield & Wilton Strategies | N/A | 2021-12-06 | 2021-12-06 | N | 2000 | N/A | 1 | 36 | 38 | 9 | 4 | 0 | N/A | N/A | N/A | 4 | N/A | 2
Savanta ComRes | N/A | 2021-12-03 | 2021-12-05 | N | N/A | N/A | 1 | 37 | 38 | 9 | 4 | N/A | N/A | N/A | N/A | N/A | N/A | 7
Deltapoll | N/A | 2021-12-02 | 2021-12-04 | N | 1553 | N/A | 1 | 38 | 37 | 10 | 5 | 1 | 2 | N/A | N/A | 2 | N/A | 0
YouGov | The Times | 2021-12-01 | 2021-12-02 | N | 1692 | N/A | 1 | 33 | 36 | 9 | 5 | 1 | N/A | N/A | N/A | 6 | N/A | 1
Survation | N/A | 2021-12-01 | 2021-12-01 | N | 1060 | N/A | 1 | 39 | 36 | 9 | 5 | 1 | 1 | N/A | N/A | 3 | N/A | 3
Redfield & Wilton Strategies | N/A | 2021-11-29 | 2021-11-29 | N | 2000 | N/A | 1 | 36 | 38 | 10 | 4 | 1 | N/A | N/A | N/A | 4 | N/A | 1
Savanta ComRes | N/A | 2021-11-26 | 2021-11-28 | N | 2060 | N/A | 1 | 37 | 37 | 8 | 5 | N/A | N/A | N/A | N/A | N/A | N/A | 9
Opinium | The Observer | 2021-11-24 | 2021-11-26 | N | 1990 | N/A | 1 | 38 | 36 | 8 | 5 | 1 | N/A | N/A | N/A | N/A | N/A | 7
YouGov | The Times | 2021-11-24 | 2021-11-25 | N | 1692 | N/A | 1 | 35 | 36 | 7 | 5 | 1 | N/A | N/A | N/A | 6 | N/A | 2
Kantar | N/A | 2021-11-18 | 2021-11-22 | N | 1119 | N/A | 1 | 36 | 39 | 10 | 4 | 1 | 2 | N/A | N/A | 2 | N/A | 1
Redfield & Wilton Strategies | N/A | 2021-11-21 | 2021-11-21 | N | 2000 | N/A | 1 | 37 | 37 | 9 | 4 | 1 | N/A | N/A | N/A | 3 | N/A | 2
Savanta ComRes | N/A | 2021-11-19 | 2021-11-21 | N | 2184 | N/A | 1 | 38 | 36 | 10 | 4 | 1 | N/A | N/A | N/A | 3 | N/A | 4
Panelbase | N/A | 2021-11-10 | 2021-11-19 | N | 3888 | N/A | 1 | 39 | 38 | 9 | 4 | 0 | N/A | N/A | N/A | N/A | N/A | 4
YouGov | The Times | 2021-11-17 | 2021-11-18 | N | 1800 | N/A | 1 | 34 | 36 | 7 | 4 | 1 | N/A | N/A | N/A | 5 | N/A | 3
Redfield & Wilton Strategies | N/A | 2021-11-15 | 2021-11-15 | N | 2000 | N/A | 1 | 37 | 36 | 10 | 4 | 1 | N/A | N/A | N/A | 4 | N/A | 2
Survation | 38 Degrees | 2021-11-11 | 2021-11-15 | N | 3108 | N/A | 1 | 37 | 37 | 10 | 5 | N/A | N/A | N/A | N/A | 2 | N/A | 5
Savanta ComRes | Daily Mail | 2021-11-11 | 2021-11-12 | N | 2019 | N/A | 1 | 40 | 34 | 10 | 5 | 1 | N/A | N/A | N/A | 3 | N/A | 4
Opinium | The Observer | 2021-11-10 | 2021-11-12 | N | 1175 | N/A | 1 | 37 | 36 | 9 | 5 | 1 | N/A | N/A | N/A | N/A | N/A | 5
YouGov | The Times | 2021-11-10 | 2021-11-11 | N | 1696 | N/A | 1 | 35 | 35 | 8 | 5 | 1 | N/A | N/A | N/A | 4 | N/A | 3
