Polling Firm | Commissioners | Fieldwork Start | Fieldwork End | Scope | Sample Size | Participation | Precision | H | Ap | FrP | Sp | SV | V | KrF | MDG | R | ND | INP | Lib | Pp | K | Kp | Hp | FP | Other
Sentio | N/A | 2018-11-28 | 2018-12-04 | N | 1000 | 70.8 | 0.1 | 24.3 | 30.0 | 12.0 | 12.2 | 5.5 | 4.3 | 3.5 | 2.4 | 4.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.1
Kantar TNS | N/A | 2018-12-03 | 2018-12-03 | N | 968 | 74.6 | 0.1 | 24.7 | 27.4 | 13.9 | 11.9 | 6.3 | 3.6 | 3.0 | 2.8 | 4.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.8
Norstat | N/A | 2018-11-20 | 2018-11-25 | N | 933 | N/A | 0.1 | 24.7 | 29.7 | 13.1 | 11.4 | 7.0 | 2.8 | 3.2 | 2.8 | 3.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.0
Ipsos MMI | N/A | 2018-11-19 | 2018-11-21 | N | 917 | N/A | 0.1 | 23.1 | 31.2 | 12.8 | 11.7 | 6.1 | 3.6 | 3.3 | 2.5 | 3.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.1
Norstat | N/A | 2018-11-13 | 2018-11-19 | N | 937 | N/A | 0.1 | 24.6 | 29.0 | 13.2 | 12.0 | 6.6 | 3.2 | 4.3 | 2.9 | 3.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.7
Opinion Perduco | N/A | 2018-11-06 | 2018-11-12 | N | 950 | 74.0 | 0.1 | 26.2 | 28.3 | 10.8 | 11.9 | 6.0 | 3.7 | 3.8 | 3.3 | 4.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.1
Respons Analyse | N/A | 2018-11-05 | 2018-11-07 | N | 1000 | N/A | 0.1 | 26.5 | 28.4 | 12.8 | 10.3 | 6.0 | 4.1 | 4.2 | 2.9 | 3.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.9
Norfakta | N/A | 2018-11-05 | 2018-11-05 | N | 1005 | 80.0 | 0.1 | 26.1 | 29.1 | 13.2 | 11.7 | 5.0 | 3.8 | 4.0 | 2.2 | 3.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.9
Sentio | N/A | 2018-10-30 | 2018-11-05 | N | 1000 | 68.9 | 0.1 | 26.9 | 25.0 | 13.7 | 10.0 | 7.5 | 4.5 | 4.7 | 2.4 | 4.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.0
Kantar TNS | N/A | 2018-10-24 | 2018-10-30 | N | 990 | 79.2 | 0.1 | 26.8 | 27.6 | 13.8 | 9.0 | 7.2 | 2.3 | 3.0 | 2.8 | 4.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.6
Norstat | N/A | 2018-10-23 | 2018-10-28 | N | 693 | N/A | 0.1 | 24.3 | 27.2 | 14.1 | 12.1 | 6.7 | 3.7 | 3.9 | 3.2 | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.3
Ipsos MMI | N/A | 2018-10-22 | 2018-10-24 | N | 947 | N/A | 0.1 | 26.3 | 26.0 | 10.4 | 12.4 | 7.7 | 5.1 | 4.4 | 2.2 | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.5
Norstat | N/A | 2018-10-16 | 2018-10-22 | N | 941 | N/A | 0.1 | 25.4 | 28.7 | 13.6 | 10.3 | 7.2 | 3.7 | 3.6 | 2.0 | 3.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.7
Sentio | N/A | 2018-10-09 | 2018-10-18 | N | 1000 | 70.3 | 0.1 | 25.7 | 28.8 | 12.7 | 10.5 | 6.6 | 2.8 | 4.5 | 2.4 | 3.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.5
InFact | N/A | 2018-10-09 | 2018-10-10 | N | 1009 | N/A | 0.1 | 26.1 | 24.4 | 14.7 | 11.2 | 5.7 | 3.8 | 4.8 | 2.7 | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.5
Opinion Perduco | N/A | 2018-10-04 | 2018-10-10 | N | 944 | 72.0 | 0.1 | 25.0 | 26.6 | 13.0 | 12.7 | 5.9 | 2.6 | 5.0 | 3.2 | 5.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.9
Norfakta | N/A | 2018-10-02 | 2018-10-03 | N | 1001 | N/A | 0.1 | 26.0 | 28.2 | 13.3 | 11.2 | 6.6 | 2.4 | 4.1 | 2.2 | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.1
Respons Analyse | N/A | 2018-10-01 | 2018-10-03 | N | 1000 | N/A | 0.1 | 25.5 | 27.7 | 14.4 | 9.8 | 6.7 | 3.9 | 4.7 | 2.7 | 3.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.6
Norstat | N/A | 2018-09-24 | 2018-09-29 | N | 924 | N/A | 0.1 | 24.7 | 26.9 | 14.0 | 11.2 | 7.1 | 3.5 | 3.7 | 4.2 | 3.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.4
Kantar TNS | N/A | 2018-09-24 | 2018-09-28 | N | 973 | 80.9 | 0.1 | 26.7 | 26.7 | 12.7 | 10.4 | 7.6 | 4.1 | 3.8 | 2.4 | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.4
Ipsos MMI | N/A | 2018-09-24 | 2018-09-26 | N | 932 | N/A | 0.1 | 25.7 | 28.7 | 14.9 | 10.1 | 6.1 | 2.3 | 3.0 | 2.3 | 4.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3
Norstat | N/A | 2018-09-18 | 2018-09-24 | N | 932 | N/A | 0.1 | 24.3 | 26.6 | 15.7 | 12.0 | 6.2 | 3.4 | 3.0 | 2.3 | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.4
Sentio | N/A | 2018-09-11 | 2018-09-17 | N | 1000 | 70.7 | 0.1 | 27.4 | 28.0 | 11.8 | 9.1 | 6.3 | 3.0 | 3.9 | 3.8 | 4.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.8
Respons Analyse | N/A | 2018-09-06 | 2018-09-10 | N | 1002 | N/A | 0.1 | 26.0 | 25.5 | 14.1 | 10.4 | 6.3 | 3.8 | 3.9 | 3.5 | 4.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.8
Opinion Perduco | N/A | 2018-09-04 | 2018-09-10 | N | 944 | 72.0 | 0.1 | 26.4 | 27.7 | 13.1 | 10.6 | 7.1 | 3.4 | 2.9 | 3.0 | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3
Kantar TNS | N/A | 2018-09-06 | 2018-09-06 | N | 979 | 73.5 | 0.1 | 29.0 | 24.9 | 10.4 | 11.6 | 6.5 | 3.5 | 3.7 | 2.4 | 5.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.6
Norfakta | N/A | 2018-09-04 | 2018-09-05 | N | 1000 | 78.0 | 0.1 | 24.1 | 24.6 | 17.6 | 11.1 | 7.0 | 4.2 | 4.0 | 2.1 | 4.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.7
Norstat | N/A | 2018-08-28 | 2018-09-02 | N | 721 | N/A | 0.1 | 26.6 | 26.2 | 13.9 | 11.2 | 6.0 | 3.3 | 3.5 | 2.8 | 4.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3
Norstat | N/A | 2018-08-20 | 2018-08-26 | N | 928 | N/A | 0.1 | 27.4 | 24.4 | 12.9 | 12.5 | 6.9 | 3.0 | 3.6 | 3.6 | 4.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.4
Ipsos MMI | N/A | 2018-08-20 | 2018-08-25 | N | 943 | N/A | 0.1 | 24.8 | 28.5 | 13.0 | 11.5 | 6.0 | 3.9 | 3.3 | 3.2 | 3.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.1
Respons Analyse | N/A | 2018-08-16 | 2018-08-20 | N | 1001 | N/A | 0.1 | 25.6 | 25.9 | 14.6 | 10.3 | 7.7 | 5.2 | 3.9 | 2.2 | 4.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.5
Sentio | N/A | 2018-08-14 | 2018-08-20 | N | 1000 | 67.8 | 0.1 | 26.6 | 25.9 | 13.3 | 10.7 | 6.4 | 3.6 | 4.2 | 3.4 | 4.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.4
Norstat | N/A | 2018-08-07 | 2018-08-12 | N | 932 | 70.9 | 0.1 | 27.5 | 23.8 | 12.7 | 11.8 | 6.1 | 3.5 | 4.0 | 3.4 | 5.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.8
Norfakta | N/A | 2018-08-07 | 2018-08-08 | N | 1003 | N/A | 0.1 | 24.6 | 27.8 | 12.9 | 12.3 | 5.8 | 5.1 | 4.8 | 2.4 | 3.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.7
Kantar TNS | N/A | 2018-08-01 | 2018-08-07 | N | 982 | 75.4 | 0.1 | 26.1 | 24.4 | 10.1 | 13.6 | 8.0 | 3.6 | 5.3 | 2.5 | 5.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.1
Opinion Perduco | N/A | 2018-07-31 | 2018-08-06 | N | 953 | 72.0 | 0.1 | 23.6 | 28.2 | 12.6 | 11.2 | 6.6 | 2.4 | 4.2 | 4.1 | 5.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.2
Norfakta | N/A | 2018-07-03 | 2018-07-04 | N | 1001 | 76.0 | 0.1 | 26.3 | 23.7 | 14.8 | 9.7 | 7.5 | 3.4 | 5.0 | 3.7 | 3.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.0
Ipsos MMI | N/A | 2018-06-25 | 2018-06-27 | N | 941 | N/A | 0.1 | 27.9 | 22.2 | 13.5 | 11.4 | 7.1 | 3.9 | 4.7 | 2.4 | 3.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 3.1
Norstat | N/A | 2018-06-19 | 2018-06-25 | N | 941 | N/A | 0.1 | 27.8 | 21.5 | 13.6 | 10.7 | 7.5 | 5.1 | 4.2 | 2.5 | 4.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.2
Sentio | N/A | 2018-06-12 | 2018-06-16 | N | 1000 | 70.4 | 0.1 | 27.1 | 25.2 | 14.0 | 10.2 | 7.3 | 3.2 | 4.1 | 2.1 | 5.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.8
Opinion Perduco | N/A | 2018-06-05 | 2018-06-11 | N | 954 | 73.0 | 0.1 | 27.1 | 24.0 | 13.0 | 10.7 | 6.5 | 4.1 | 3.8 | 4.2 | 4.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.8
Norfakta | N/A | 2018-06-05 | 2018-06-06 | N | 1002 | 79.0 | 0.1 | 29.4 | 24.1 | 12.5 | 11.3 | 6.0 | 4.5 | 3.0 | 3.4 | 4.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.4
Respons Analyse | N/A | 2018-05-31 | 2018-06-04 | N | 1000 | N/A | 0.1 | 26.4 | 22.0 | 15.1 | 11.0 | 7.6 | 3.7 | 4.1 | 2.9 | 4.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.4
Norstat | N/A | 2018-05-27 | 2018-06-04 | N | 930 | N/A | 0.1 | 27.6 | 23.4 | 13.1 | 11.0 | 7.5 | 4.1 | 3.8 | 3.4 | 4.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.7
Kantar TNS | N/A | 2018-05-28 | 2018-06-01 | N | 977 | 76.2 | 0.1 | 24.5 | 23.4 | 12.4 | 11.3 | 8.5 | 4.5 | 5.3 | 3.2 | 5.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.3
Ipsos MMI | N/A | 2018-05-28 | 2018-05-30 | N | 939 | N/A | 0.1 | 27.0 | 22.9 | 13.5 | 11.1 | 7.7 | 5.9 | 3.8 | 3.0 | 3.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.9
Norstat | N/A | 2018-05-22 | 2018-05-28 | N | 929 | N/A | 0.1 | 26.4 | 23.6 | 13.9 | 11.8 | 7.2 | 4.1 | 4.2 | 2.7 | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3
Sentio | N/A | 2018-05-14 | 2018-05-22 | N | 1000 | 72.3 | 0.1 | 28.4 | 23.5 | 14.0 | 10.6 | 8.0 | 3.2 | 3.8 | 2.9 | 3.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3
Opinion Perduco | N/A | 2018-05-08 | 2018-05-14 | N | 945 | 73.0 | 0.1 | 26.5 | 22.8 | 15.0 | 10.5 | 7.1 | 3.8 | 5.5 | 3.3 | 4.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.2
Norfakta | N/A | 2018-05-08 | 2018-05-09 | N | 1000 | 81.0 | 0.1 | 26.7 | 24.7 | 15.4 | 10.5 | 6.9 | 3.9 | 3.9 | 3.0 | 3.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.8
Respons Analyse | N/A | 2018-05-03 | 2018-05-07 | N | 1002 | N/A | 0.1 | 26.2 | 25.5 | 16.1 | 9.5 | 7.3 | 3.5 | 3.7 | 3.2 | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.5
Norstat | N/A | 2018-04-30 | 2018-05-07 | N | 703 | N/A | 0.1 | 25.5 | 26.0 | 15.9 | 11.0 | 6.5 | 3.8 | 3.0 | 3.2 | 3.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.6
Kantar TNS | N/A | 2018-04-30 | 2018-05-02 | N | 982 | 78.9 | 0.1 | 28.1 | 23.8 | 14.7 | 10.3 | 7.6 | 4.1 | 4.7 | 2.3 | 3.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.7
Norstat | N/A | 2018-04-26 | 2018-04-30 | N | 933 | N/A | 0.1 | 26.4 | 24.0 | 15.3 | 10.9 | 6.8 | 3.7 | 3.7 | 2.9 | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.4
Ipsos MMI | N/A | 2018-04-23 | 2018-04-25 | N | 941 | N/A | 0.1 | 24.9 | 23.2 | 16.0 | 11.9 | 6.0 | 4.0 | 4.4 | 3.0 | 4.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.8
Sentio | N/A | 2018-04-17 | 2018-04-23 | N | 1000 | 68.3 | 0.1 | 25.2 | 23.8 | 15.7 | 11.9 | 7.3 | 3.6 | 4.9 | 3.0 | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.7
Opinion Perduco | N/A | 2018-04-10 | 2018-04-16 | N | 945 | 75.0 | 0.1 | 27.0 | 24.0 | 13.5 | 11.5 | 7.7 | 4.1 | 4.0 | 1.9 | 4.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.4
Respons Analyse | N/A | 2018-04-05 | 2018-04-09 | N | 1001 | N/A | 0.1 | 25.8 | 23.4 | 16.2 | 10.9 | 6.2 | 4.1 | 4.5 | 3.1 | 3.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.8
Norstat | N/A | 2018-04-03 | 2018-04-09 | N | 925 | N/A | 0.1 | 25.1 | 25.2 | 15.8 | 10.7 | 7.5 | 3.7 | 3.7 | 2.5 | 3.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.9
Kantar TNS | N/A | 2018-04-03 | 2018-04-06 | N | 971 | 79.5 | 0.1 | 26.4 | 24.1 | 16.2 | 9.0 | 8.7 | 2.8 | 3.7 | 2.9 | 5.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.0
Norfakta | N/A | 2018-04-03 | 2018-04-04 | N | 1000 | N/A | 0.1 | 26.5 | 23.2 | 17.4 | 10.6 | 7.4 | 3.6 | 4.1 | 3.0 | 4.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.1
Norstat | N/A | 2018-03-20 | 2018-03-24 | N | 955 | N/A | 0.1 | 25.3 | 24.3 | 15.4 | 11.0 | 6.6 | 4.3 | 4.8 | 2.3 | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.9
Ipsos MMI | N/A | 2018-03-19 | 2018-03-21 | N | 935 | N/A | 0.1 | 23.9 | 23.7 | 20.8 | 10.2 | 6.6 | 3.2 | 3.8 | 2.4 | 3.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.2
Kantar TNS | N/A | 2018-03-20 | 2018-03-20 | N | 600 | 83.0 | 0.1 | 26.0 | 23.6 | 20.6 | 10.3 | 5.6 | 5.0 | 4.4 | 2.1 | 1.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.9
Sentio | N/A | 2018-03-13 | 2018-03-19 | N | 1000 | 71.0 | 0.1 | 26.6 | 23.3 | 15.8 | 11.9 | 7.1 | 3.5 | 4.1 | 2.6 | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.1
Respons Analyse | N/A | 2018-03-15 | 2018-03-16 | N | 1002 | N/A | 0.1 | 26.9 | 25.1 | 15.9 | 10.8 | 6.4 | 4.4 | 3.2 | 3.1 | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.7
Opinion Perduco | N/A | 2018-03-06 | 2018-03-12 | N | 951 | 72.0 | 0.1 | 27.3 | 23.3 | 14.5 | 11.0 | 6.9 | 4.6 | 3.6 | 3.2 | 4.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.1
Norfakta | N/A | 2018-03-06 | 2018-03-07 | N | 1001 | 79.0 | 0.1 | 28.4 | 22.5 | 12.7 | 12.8 | 6.9 | 3.8 | 3.9 | 3.9 | 3.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.8
Respons Analyse | N/A | 2018-03-01 | 2018-03-05 | N | 1003 | N/A | 0.1 | 28.0 | 23.4 | 13.1 | 11.6 | 7.2 | 4.7 | 4.4 | 3.1 | 3.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.4
Norstat | N/A | 2018-02-27 | 2018-03-05 | N | 930 | N/A | 0.1 | 27.4 | 23.3 | 15.0 | 12.3 | 7.0 | 4.3 | 3.2 | 2.8 | 3.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.5
Kantar TNS | N/A | 2018-02-26 | 2018-03-03 | N | 980 | 82.9 | 0.1 | 29.3 | 23.4 | 10.9 | 12.1 | 6.6 | 4.9 | 4.5 | 3.6 | 3.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.0
Norstat | N/A | 2018-02-20 | 2018-02-25 | N | 933 | N/A | 0.1 | 28.8 | 24.5 | 12.9 | 10.8 | 6.0 | 3.5 | 4.5 | 3.3 | 3.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.5
Ipsos MMI | N/A | 2018-02-19 | 2018-02-21 | N | 950 | N/A | 0.1 | 27.3 | 25.4 | 13.6 | 9.7 | 7.5 | 4.4 | 3.5 | 3.0 | 3.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3
Sentio | N/A | 2018-02-13 | 2018-02-19 | N | 1000 | 74.3 | 0.1 | 28.7 | 23.3 | 15.0 | 10.4 | 6.1 | 4.1 | 5.1 | 3.2 | 3.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.9
Opinion Perduco | N/A | 2018-02-06 | 2018-02-12 | N | 944 | 74.0 | 0.1 | 29.2 | 21.4 | 15.9 | 10.0 | 7.3 | 3.9 | 3.6 | 4.0 | 4.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.8
Respons Analyse | N/A | 2018-02-05 | 2018-02-07 | N | 1002 | N/A | 0.1 | 27.9 | 24.0 | 13.6 | 10.9 | 7.2 | 4.5 | 3.6 | 3.6 | 3.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.4
Norstat | N/A | 2018-01-30 | 2018-02-05 | N | 943 | N/A | 0.1 | 28.9 | 22.4 | 13.1 | 11.2 | 8.6 | 3.8 | 3.9 | 3.7 | 2.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.5
Kantar TNS | N/A | 2018-01-29 | 2018-02-05 | N | 985 | 80.7 | 0.1 | 29.1 | 23.6 | 12.0 | 11.2 | 6.3 | 5.8 | 3.8 | 3.4 | 3.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.1
Norfakta | N/A | 2018-01-30 | 2018-01-31 | N | 1003 | 77.0 | 0.1 | 27.9 | 23.9 | 13.4 | 11.0 | 7.7 | 4.2 | 4.3 | 3.5 | 2.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.5
Norstat | N/A | 2018-01-23 | 2018-01-28 | N | 936 | N/A | 0.1 | 29.9 | 22.7 | 12.8 | 11.0 | 7.4 | 4.0 | 4.3 | 2.7 | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3
Ipsos MMI | N/A | 2018-01-22 | 2018-01-24 | N | 893 | N/A | 0.1 | 26.2 | 25.4 | 12.5 | 12.1 | 7.6 | 4.6 | 3.7 | 3.0 | 3.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.9
Sentio | N/A | 2018-01-16 | 2018-01-21 | N | 1000 | 70.2 | 0.1 | 30.5 | 22.7 | 13.4 | 10.1 | 7.6 | 3.0 | 4.5 | 3.2 | 3.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.0
Opinion Perduco | N/A | 2018-01-09 | 2018-01-15 | N | 968 | 72.0 | 0.1 | 30.1 | 20.8 | 14.5 | 10.8 | 7.3 | 4.5 | 4.6 | 3.0 | 3.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.0
Respons Analyse | N/A | 2018-01-10 | 2018-01-12 | N | 1000 | N/A | 0.1 | 29.4 | 23.2 | 13.2 | 11.3 | 7.5 | 4.1 | 4.4 | 2.8 | 2.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.2
Respons Analyse | N/A | 2018-01-08 | 2018-01-10 | N | 1000 | 81.0 | 0.1 | 27.1 | 23.1 | 15.5 | 10.7 | 7.7 | 4.1 | 4.1 | 2.7 | 2.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3
Kantar TNS | N/A | 2018-01-03 | 2018-01-09 | N | 968 | 80.6 | 0.1 | 30.5 | 19.4 | 14.8 | 10.9 | 8.6 | 4.3 | 4.5 | 2.6 | 3.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.5
Norstat | N/A | 2018-01-02 | 2018-01-08 | N | 977 | N/A | 0.1 | 28.7 | 20.1 | 14.9 | 12.2 | 8.3 | 3.6 | 4.6 | 2.7 | 2.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.0
Norfakta | N/A | 2018-01-02 | 2018-01-03 | N | 1000 | N/A | 0.1 | 29.1 | 24.2 | 14.5 | 10.3 | 5.7 | 4.7 | 3.3 | 3.8 | 3.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.4
Ipsos MMI | N/A | 2017-12-18 | 2017-12-20 | N | 929 | N/A | 0.1 | 26.5 | 26.3 | 13.7 | 10.1 | 8.0 | 4.8 | 4.3 | 2.6 | 1.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.9
Norstat | N/A | 2017-12-12 | 2017-12-18 | N | 949 | N/A | 0.1 | 26.5 | 26.0 | 13.9 | 10.6 | 8.4 | 3.4 | 3.6 | 3.6 | 2.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.2
Sentio | N/A | 2017-12-05 | 2017-12-11 | N | 1000 | 76.8 | 0.1 | 26.5 | 25.9 | 14.9 | 10.6 | 6.0 | 3.5 | 4.6 | 3.7 | 2.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.7
Kantar TNS | N/A | 2017-12-04 | 2017-12-08 | N | 974 | 79.6 | 0.1 | 26.6 | 26.0 | 14.8 | 9.7 | 6.9 | 4.3 | 4.1 | 3.5 | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.3
Norfakta | N/A | 2017-12-05 | 2017-12-06 | N | 1000 | 83.0 | 0.1 | 27.5 | 26.7 | 13.6 | 10.2 | 7.0 | 4.7 | 3.7 | 3.3 | 2.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.2
Opinion Perduco | N/A | 2017-11-28 | 2017-12-04 | N | 960 | 76.0 | 0.1 | 25.8 | 26.6 | 14.9 | 11.5 | 6.0 | 3.4 | 3.9 | 4.4 | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.9
Norstat | N/A | 2017-11-21 | 2017-11-27 | N | 939 | N/A | 0.1 | 26.8 | 25.8 | 14.7 | 11.2 | 7.1 | 3.9 | 4.6 | 2.9 | 1.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.2
Ipsos MMI | N/A | 2017-11-20 | 2017-11-22 | N | 918 | N/A | 0.1 | 25.0 | 27.9 | 15.9 | 8.6 | 5.4 | 4.8 | 3.8 | 3.9 | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.9
Norstat | N/A | 2017-11-14 | 2017-11-20 | N | 955 | N/A | 0.1 | 26.1 | 27.1 | 16.1 | 9.3 | 7.0 | 3.8 | 4.0 | 2.9 | 2.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.8
Sentio | N/A | 2017-11-07 | 2017-11-13 | N | 1000 | 79.2 | 0.1 | 28.2 | 25.6 | 13.2 | 10.9 | 6.7 | 3.9 | 4.0 | 2.8 | 3.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.7
Kantar TNS | N/A | 2017-11-06 | 2017-11-10 | N | 972 | 85.4 | 0.1 | 26.9 | 25.3 | 12.7 | 11.5 | 7.4 | 5.9 | 3.1 | 1.9 | 3.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.4
Norfakta | N/A | 2017-11-07 | 2017-11-08 | N | 1003 | 85.0 | 0.1 | 27.0 | 26.6 | 14.6 | 10.5 | 7.3 | 3.7 | 3.2 | 1.9 | 3.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.9
Opinion Perduco | N/A | 2017-10-31 | 2017-11-06 | N | 956 | 79.0 | 0.1 | 25.7 | 25.1 | 14.9 | 11.2 | 7.3 | 4.3 | 4.0 | 3.8 | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.9
